Word :  gabriel 	 Frequency : 1
Word :  sasseyant 	 Frequency : 27
Word :  rainteau 	 Frequency : 1
Word :  poul39 	 Frequency : 1
Word :  hurpez 	 Frequency : 2
Word :  15059 	 Frequency : 1
Word :  tavigilance 	 Frequency : 2
Word :  jrsinr 	 Frequency : 1
Word :  sigend 	 Frequency : 1
Word :  qulle 	 Frequency : 1
Word :  entaillée 	 Frequency : 1
Word :  comte 	 Frequency : 7
Word :  stellatype 	 Frequency : 1
Word :  memo 	 Frequency : 1
Word :  vinolo 	 Frequency : 1
Word :  securidrap 	 Frequency : 7
Word :  inscris 	 Frequency : 1
Word :  expiratoire 	 Frequency : 1
Word :  chaine 	 Frequency : 7
Word :  carreau 	 Frequency : 1
Word :  lextérieurlit 	 Frequency : 1
Word :  oil 	 Frequency : 1
Word :  remange 	 Frequency : 3
Word :  altéré 	 Frequency : 2
Word :  gaelle 	 Frequency : 1
Word :  368ta 	 Frequency : 1
Word :  croyances 	 Frequency : 3
Word :  iatrides 	 Frequency : 1
Word :  fagot 	 Frequency : 1
Word :  château 	 Frequency : 2
Word :  remarquer 	 Frequency : 19
Word :  proprementjai 	 Frequency : 1
Word :  lactualité 	 Frequency : 2
Word :  mecanique 	 Frequency : 6
Word :  1301 	 Frequency : 3
Word :  ultérieurementa 	 Frequency : 1
Word :  rocéphinecontinuer 	 Frequency : 1
Word :  lavions 	 Frequency : 5
Word :  préviendra 	 Frequency : 2
Word :  retirersurveillance 	 Frequency : 1
Word :  dhygieneest 	 Frequency : 1
Word :  venus 	 Frequency : 12
Word :  deplacements 	 Frequency : 5
Word :  c0h00 	 Frequency : 1
Word :  apaiséesva 	 Frequency : 1
Word :  appartement 	 Frequency : 13
Word :  1gtte 	 Frequency : 1
Word :  366laissée 	 Frequency : 1
Word :  stimulerdouche 	 Frequency : 1
Word :  nexprime 	 Frequency : 5
Word :  légereté 	 Frequency : 1
Word :  dencombrementnon 	 Frequency : 1
Word :  dapaiser 	 Frequency : 1
Word :  lamener 	 Frequency : 4
Word :  pulses89 	 Frequency : 1
Word :  augmentintrès 	 Frequency : 1
Word :  positionnement 	 Frequency : 11
Word :  montreuil 	 Frequency : 6
Word :  sirop 	 Frequency : 69
Word :  curiosité 	 Frequency : 2
Word :  apyrexie 	 Frequency : 2
Word :  déséquilibreattention 	 Frequency : 1
Word :  imperativement 	 Frequency : 3
Word :  belote 	 Frequency : 4
Word :  soirlaccompagner 	 Frequency : 1
Word :  recouchée 	 Frequency : 100
Word :  perduré 	 Frequency : 1
Word :  01xmois 	 Frequency : 2
Word :  lavc 	 Frequency : 3
Word :  faxémots 	 Frequency : 1
Word :  présentespas 	 Frequency : 1
Word :  pas!!!!!!!!!!! 	 Frequency : 1
Word :  17h05type 	 Frequency : 1
Word :  jourson 	 Frequency : 2
Word :  184 	 Frequency : 3
Word :  douches 	 Frequency : 10
Word :  aliment 	 Frequency : 6
Word :  adaptons 	 Frequency : 1
Word :  verrou 	 Frequency : 1
Word :  chaiseretrouvé 	 Frequency : 1
Word :  systèmes 	 Frequency : 1
Word :  dpelace 	 Frequency : 1
Word :  longobilan 	 Frequency : 1
Word :  drap 	 Frequency : 82
Word :  doumermme 	 Frequency : 1
Word :  mobilitéobjectif 	 Frequency : 1
Word :  autonomieje 	 Frequency : 1
Word :  chutebonne 	 Frequency : 1
Word :  collée 	 Frequency : 2
Word :  85 	 Frequency : 11
Word :  chirurgicale 	 Frequency : 9
Word :  abilify 	 Frequency : 1
Word :  etalées 	 Frequency : 1
Word :  lembeye 	 Frequency : 7
Word :  maintenantfin 	 Frequency : 1
Word :  21htraitement 	 Frequency : 1
Word :  victorien 	 Frequency : 3
Word :  résidentechangé 	 Frequency : 1
Word :  risqué 	 Frequency : 1
Word :  21h35 	 Frequency : 1
Word :  1016 	 Frequency : 1
Word :  shabillerrepas 	 Frequency : 1
Word :  6hr 	 Frequency : 2
Word :  fonçée 	 Frequency : 1
Word :  labcès 	 Frequency : 1
Word :  coxalgiesje 	 Frequency : 1
Word :  peulaxatifs 	 Frequency : 1
Word :  distibuais 	 Frequency : 1
Word :  prennant 	 Frequency : 1
Word :  16h00commentaire 	 Frequency : 3
Word :  déambulea 	 Frequency : 1
Word :  wctype 	 Frequency : 1
Word :  sangles 	 Frequency : 1
Word :  cormont 	 Frequency : 5
Word :  canaper 	 Frequency : 1
Word :  antigrippe 	 Frequency : 10
Word :  convenait 	 Frequency : 3
Word :  échocardiographie 	 Frequency : 1
Word :  drapsréveillée 	 Frequency : 1
Word :  traitementordonnances 	 Frequency : 1
Word :  visiome 	 Frequency : 1
Word :  doliprance 	 Frequency : 1
Word :  colérique 	 Frequency : 2
Word :  resistant 	 Frequency : 1
Word :  tte 	 Frequency : 20
Word :  incontinece 	 Frequency : 1
Word :  héminégligence 	 Frequency : 1
Word :  traitementpour 	 Frequency : 1
Word :  larrazer 	 Frequency : 1
Word :  lincompatibilité 	 Frequency : 1
Word :  2h 	 Frequency : 54
Word :  notifié 	 Frequency : 3
Word :  soirveut 	 Frequency : 1
Word :  ergothérapie19122014 	 Frequency : 2
Word :  17h41hospitalisation 	 Frequency : 1
Word :  discusssions 	 Frequency : 1
Word :  sessuyer 	 Frequency : 3
Word :  daméliorer 	 Frequency : 5
Word :  évaluerbesoin 	 Frequency : 1
Word :  danger 	 Frequency : 21
Word :  micoses 	 Frequency : 1
Word :  consiste 	 Frequency : 1
Word :  04 	 Frequency : 34
Word :  éclatéeconstante 	 Frequency : 1
Word :  celine 	 Frequency : 6
Word :  20h00saturation 	 Frequency : 1
Word :  encore 	 Frequency : 357
Word :  biaisé 	 Frequency : 1
Word :  suiteamelioration 	 Frequency : 1
Word :  capvision 	 Frequency : 1
Word :  612 	 Frequency : 7
Word :  payera 	 Frequency : 1
Word :  bande 	 Frequency : 28
Word :  ophatalmo 	 Frequency : 1
Word :  restantsrassuré 	 Frequency : 1
Word :  apaiséela 	 Frequency : 1
Word :  tournant 	 Frequency : 4
Word :  tp42 	 Frequency : 1
Word :  renduent 	 Frequency : 1
Word :  vocales 	 Frequency : 1
Word :  nogues 	 Frequency : 7
Word :  0001levothyrox 	 Frequency : 1
Word :  0211 	 Frequency : 1
Word :  agréables 	 Frequency : 5
Word :  abondants 	 Frequency : 1
Word :  fache 	 Frequency : 3
Word :  laugmentin 	 Frequency : 4
Word :  ensuitetemps 	 Frequency : 1
Word :  retournementsaturation 	 Frequency : 1
Word :  messages 	 Frequency : 1
Word :  cez 	 Frequency : 1
Word :  06h25 	 Frequency : 1
Word :  dadministrer 	 Frequency : 1
Word :  lérésypèlejambe 	 Frequency : 1
Word :  decorenone 	 Frequency : 1
Word :  constant 	 Frequency : 1
Word :  09h00 	 Frequency : 31
Word :  residenteje 	 Frequency : 1
Word :  participantepliage 	 Frequency : 1
Word :  dhoraire 	 Frequency : 4
Word :  apyretqiueaerosols 	 Frequency : 1
Word :  matinapyrétiqueen 	 Frequency : 1
Word :  veillepm 	 Frequency : 1
Word :  dégradée 	 Frequency : 1
Word :  anaf 	 Frequency : 1
Word :  inflammé 	 Frequency : 1
Word :  lupquand 	 Frequency : 1
Word :  aidepersonnes 	 Frequency : 1
Word :  inscrits505122014 	 Frequency : 5
Word :  lautresatisfait 	 Frequency : 1
Word :  incendit 	 Frequency : 1
Word :  dordonnancepas 	 Frequency : 1
Word :  annonçant 	 Frequency : 1
Word :  persistancealimentation 	 Frequency : 1
Word :  quandmême 	 Frequency : 1
Word :  passénous 	 Frequency : 1
Word :  septivon 	 Frequency : 1
Word :  bobignycommentaire 	 Frequency : 1
Word :  zyprexa 	 Frequency : 5
Word :  demainen 	 Frequency : 1
Word :  julien 	 Frequency : 15
Word :  redsera 	 Frequency : 1
Word :  lembête 	 Frequency : 1
Word :  chambredemandé 	 Frequency : 1
Word :  dinera 	 Frequency : 4
Word :  personnelva 	 Frequency : 1
Word :  décédées 	 Frequency : 1
Word :  imeth 	 Frequency : 1
Word :  deconazoleordo 	 Frequency : 1
Word :  50mg 	 Frequency : 4
Word :  suivre! 	 Frequency : 1
Word :  démanger 	 Frequency : 2
Word :  novorapide 	 Frequency : 1
Word :  demandelui 	 Frequency : 1
Word :  guérin 	 Frequency : 7
Word :  espérant 	 Frequency : 3
Word :  dépit 	 Frequency : 2
Word :  installée 	 Frequency : 78
Word :  navajas 	 Frequency : 1
Word :  prevenueet 	 Frequency : 2
Word :  mombran 	 Frequency : 1
Word :  dacuidoses 	 Frequency : 1
Word :  amplifier 	 Frequency : 1
Word :  finissions 	 Frequency : 1
Word :  fatiguéce 	 Frequency : 1
Word :  évolutive 	 Frequency : 1
Word :  seroplex 	 Frequency : 10
Word :  prélevement 	 Frequency : 1
Word :  utilisétension 	 Frequency : 3
Word :  contreequipe 	 Frequency : 1
Word :  correcteallo 	 Frequency : 1
Word :  efferalganappel 	 Frequency : 1
Word :  369allo 	 Frequency : 1
Word :  adaptamp 	 Frequency : 1
Word :  nettement 	 Frequency : 8
Word :  615 	 Frequency : 1
Word :  corrélée 	 Frequency : 1
Word :  contrôleordonnance 	 Frequency : 1
Word :  caférencontremme 	 Frequency : 1
Word :  anthta 	 Frequency : 1
Word :  tiapridalsalle 	 Frequency : 1
Word :  quelquechose 	 Frequency : 3
Word :  mycoster 	 Frequency : 8
Word :  oedem 	 Frequency : 1
Word :  protégéetype 	 Frequency : 3
Word :  lhydrater 	 Frequency : 1
Word :  sama 	 Frequency : 1
Word :  automobile 	 Frequency : 1
Word :  lamplitude 	 Frequency : 1
Word :  caille 	 Frequency : 2
Word :  basse 	 Frequency : 23
Word :  bassine 	 Frequency : 6
Word :  matinee 	 Frequency : 6
Word :  reposérien 	 Frequency : 1
Word :  fauteuila 	 Frequency : 2
Word :  soile 	 Frequency : 1
Word :  dautrey 	 Frequency : 2
Word :  tardive 	 Frequency : 1
Word :  biocidan 	 Frequency : 1
Word :  jourdifficile 	 Frequency : 1
Word :  ou6 	 Frequency : 1
Word :  32inr 	 Frequency : 1
Word :  matintouxt373 	 Frequency : 1
Word :  17h4416122014 	 Frequency : 1
Word :  discréte 	 Frequency : 1
Word :  512 	 Frequency : 3
Word :  négociationréfection 	 Frequency : 1
Word :  délaissons 	 Frequency : 1
Word :  attenuée 	 Frequency : 1
Word :  complèterasage 	 Frequency : 1
Word :  dappui 	 Frequency : 10
Word :  soirsurveiller 	 Frequency : 2
Word :  résorbe 	 Frequency : 2
Word :  vousje 	 Frequency : 1
Word :  souriantediscourt 	 Frequency : 1
Word :  promouvoir 	 Frequency : 1
Word :  attrappé 	 Frequency : 1
Word :  intramaculaire 	 Frequency : 1
Word :  reinepdf 	 Frequency : 1
Word :  entretient 	 Frequency : 5
Word :  100000ui 	 Frequency : 1
Word :  cérebraleevaluation 	 Frequency : 1
Word :  hivernale 	 Frequency : 1
Word :  0912 	 Frequency : 3
Word :  tramvoulait 	 Frequency : 1
Word :  émettre 	 Frequency : 2
Word :  biencste 	 Frequency : 1
Word :  toiletterefus 	 Frequency : 1
Word :  00h51 	 Frequency : 1
Word :  enlevéeprise 	 Frequency : 1
Word :  50min 	 Frequency : 1
Word :  ex 	 Frequency : 29
Word :  sâle 	 Frequency : 1
Word :  foisjourla 	 Frequency : 1
Word :  gravesreprendre 	 Frequency : 1
Word :  cart 	 Frequency : 1
Word :  camomillepréconisations 	 Frequency : 1
Word :  kgson 	 Frequency : 1
Word :  résidantsdemande 	 Frequency : 1
Word :  16h23 	 Frequency : 3
Word :  bessert 	 Frequency : 1
Word :  1300cc 	 Frequency : 1
Word :  lhospitretrecissement 	 Frequency : 1
Word :  droitedit 	 Frequency : 1
Word :  memoireexamen 	 Frequency : 1
Word :  normalesatisfaction 	 Frequency : 1
Word :  orangebilan 	 Frequency : 1
Word :  geraci 	 Frequency : 9
Word :  passge 	 Frequency : 1
Word :  initial 	 Frequency : 5
Word :  ouharia 	 Frequency : 2
Word :  problématique 	 Frequency : 6
Word :  498 	 Frequency : 1
Word :  augmente 	 Frequency : 13
Word :  doulours 	 Frequency : 1
Word :  fécale 	 Frequency : 11
Word :  priere 	 Frequency : 1
Word :  smectaveillez 	 Frequency : 1
Word :  incoherence 	 Frequency : 2
Word :  16h55médecin 	 Frequency : 1
Word :  14h381000 	 Frequency : 1
Word :  inscrits601122014 	 Frequency : 2
Word :  désature 	 Frequency : 2
Word :  improvisé 	 Frequency : 1
Word :  hibelot 	 Frequency : 5
Word :  manuels 	 Frequency : 2
Word :  diné 	 Frequency : 5
Word :  jexplique 	 Frequency : 4
Word :  orelox 	 Frequency : 1
Word :  ailles 	 Frequency : 1
Word :  préalablement 	 Frequency : 1
Word :  sandrinebeaucoup 	 Frequency : 1
Word :  it 	 Frequency : 1
Word :  transitoire 	 Frequency : 3
Word :  deveniressayer 	 Frequency : 1
Word :  urnie 	 Frequency : 1
Word :  rappratrié 	 Frequency : 1
Word :  midicrie 	 Frequency : 1
Word :  voirelle 	 Frequency : 1
Word :  373mme 	 Frequency : 1
Word :  66 	 Frequency : 6
Word :  apparaitre 	 Frequency : 1
Word :  al 	 Frequency : 1
Word :  roulant 	 Frequency : 126
Word :  allo!!! 	 Frequency : 1
Word :  trifulcan 	 Frequency : 1
Word :  litantécédent 	 Frequency : 8
Word :  60m 	 Frequency : 1
Word :  élever 	 Frequency : 1
Word :  09h21activité 	 Frequency : 1
Word :  ri 	 Frequency : 2
Word :  jourretour 	 Frequency : 2
Word :  criant 	 Frequency : 13
Word :  semaineshumeur 	 Frequency : 1
Word :  indiqués 	 Frequency : 1
Word :  tanyaide 	 Frequency : 1
Word :  peuhydratation 	 Frequency : 1
Word :  vetementsdonc 	 Frequency : 1
Word :  méchament 	 Frequency : 2
Word :  vêtementselle 	 Frequency : 1
Word :  ssra 	 Frequency : 1
Word :  demploi 	 Frequency : 1
Word :  parcours 	 Frequency : 13
Word :  bordet 	 Frequency : 2
Word :  termps 	 Frequency : 1
Word :  adevah 	 Frequency : 11
Word :  inrmis 	 Frequency : 1
Word :  levemir 	 Frequency : 3
Word :  ramper 	 Frequency : 1
Word :  hurlementshier 	 Frequency : 1
Word :  techniquesur 	 Frequency : 1
Word :  97pls 	 Frequency : 1
Word :  petitsdejeuner 	 Frequency : 1
Word :  médecin1 	 Frequency : 1
Word :  niveu 	 Frequency : 2
Word :  facialeconfusionjargonementproduction 	 Frequency : 1
Word :  correspondent 	 Frequency : 1
Word :  enfermer 	 Frequency : 4
Word :  socioculturelprochain 	 Frequency : 1
Word :  linvestissement 	 Frequency : 1
Word :  dhouria 	 Frequency : 4
Word :  relie 	 Frequency : 1
Word :  gauchemr 	 Frequency : 1
Word :  sienslors 	 Frequency : 1
Word :  manques 	 Frequency : 2
Word :  apres 	 Frequency : 360
Word :  tension1875 	 Frequency : 1
Word :  matindépart 	 Frequency : 2
Word :  brouez 	 Frequency : 2
Word :  quétait 	 Frequency : 1
Word :  coma 	 Frequency : 1
Word :  cardiomajoration 	 Frequency : 1
Word :  15h00pulsations 	 Frequency : 1
Word :  mangée 	 Frequency : 21
Word :  372csao2 	 Frequency : 1
Word :  partieil 	 Frequency : 1
Word :  pensej 	 Frequency : 1
Word :  pulmstable 	 Frequency : 1
Word :  vagueelle 	 Frequency : 1
Word :  2jrs 	 Frequency : 1
Word :  roulantsatisfaction 	 Frequency : 1
Word :  lordonnancetsh 	 Frequency : 1
Word :  graines 	 Frequency : 1
Word :  burle 	 Frequency : 1
Word :  amabilitéje 	 Frequency : 1
Word :  serras 	 Frequency : 1
Word :  myccose 	 Frequency : 1
Word :  jambre 	 Frequency : 2
Word :  9h50 	 Frequency : 2
Word :  1grpas 	 Frequency : 1
Word :  ensemble 	 Frequency : 38
Word :  decembrelieu 	 Frequency : 1
Word :  ms 	 Frequency : 22
Word :  dexéryltransmis 	 Frequency : 1
Word :  neufs 	 Frequency : 6
Word :  soirfrissons 	 Frequency : 1
Word :  douleurspas 	 Frequency : 1
Word :  grenouillérefesse 	 Frequency : 1
Word :  lenseignement 	 Frequency : 1
Word :  absents 	 Frequency : 5
Word :  midile 	 Frequency : 4
Word :  matintsh 	 Frequency : 1
Word :  elun 	 Frequency : 1
Word :  wc!!! 	 Frequency : 1
Word :  lavignac 	 Frequency : 8
Word :  mets 	 Frequency : 16
Word :  rie 	 Frequency : 2
Word :  refusesurveiller 	 Frequency : 1
Word :  hematone 	 Frequency : 1
Word :  15h32type 	 Frequency : 1
Word :  ganou 	 Frequency : 1
Word :  interprète 	 Frequency : 1
Word :  inscrits704122014 	 Frequency : 2
Word :  satisfaisante 	 Frequency : 9
Word :  11h43hospitalisation 	 Frequency : 1
Word :  éteint 	 Frequency : 2
Word :  létranger 	 Frequency : 1
Word :  obligatoire 	 Frequency : 1
Word :  diffucltuée 	 Frequency : 1
Word :  gendron 	 Frequency : 3
Word :  gauchesignature 	 Frequency : 3
Word :  réaliséevisage 	 Frequency : 1
Word :  viennentpulsations 	 Frequency : 1
Word :  animationtemps 	 Frequency : 1
Word :  fluconazole 	 Frequency : 1
Word :  choux 	 Frequency : 1
Word :  soirmedecin 	 Frequency : 1
Word :  08h45lieu 	 Frequency : 1
Word :  fêté 	 Frequency : 2
Word :  arteres 	 Frequency : 1
Word :  salives 	 Frequency : 1
Word :  moindres 	 Frequency : 1
Word :  douleursta 	 Frequency : 1
Word :  16h45type 	 Frequency : 1
Word :  tetu 	 Frequency : 1
Word :  271114lovenox 	 Frequency : 1
Word :  tes 	 Frequency : 1
Word :  nardonpas 	 Frequency : 2
Word :  vertigespas 	 Frequency : 1
Word :  surveillerévaluation 	 Frequency : 1
Word :  désondé 	 Frequency : 1
Word :  sourcillierelieu 	 Frequency : 2
Word :  paucune 	 Frequency : 1
Word :  expplique 	 Frequency : 1
Word :  réimprimée 	 Frequency : 1
Word :  humour 	 Frequency : 6
Word :  souriantem 	 Frequency : 1
Word :  cutanea 	 Frequency : 1
Word :  satisfaisantdiabète 	 Frequency : 1
Word :  dame 	 Frequency : 104
Word :  peuventêtre 	 Frequency : 1
Word :  litpetite 	 Frequency : 1
Word :  06h35 	 Frequency : 1
Word :  mutuellepdf 	 Frequency : 34
Word :  durogesic 	 Frequency : 15
Word :  ergothérapeute15h04 	 Frequency : 1
Word :  imédiatement 	 Frequency : 2
Word :  trévoux 	 Frequency : 1
Word :  sélectionné 	 Frequency : 1
Word :  armoires 	 Frequency : 1
Word :  pharmacienneessayons 	 Frequency : 1
Word :  revenions 	 Frequency : 1
Word :  14681 	 Frequency : 1
Word :  circulatoire 	 Frequency : 1
Word :  10ans 	 Frequency : 1
Word :  crisrenouvellement 	 Frequency : 1
Word :  000ui 	 Frequency : 1
Word :  algique 	 Frequency : 113
Word :  référencé 	 Frequency : 1
Word :  dormit 	 Frequency : 35
Word :  shampoint 	 Frequency : 1
Word :  cassure 	 Frequency : 1
Word :  persévère 	 Frequency : 3
Word :  hg 	 Frequency : 3
Word :  différé 	 Frequency : 10
Word :  télévison 	 Frequency : 1
Word :  dysphonieordo 	 Frequency : 1
Word :  refais 	 Frequency : 6
Word :  souventperte 	 Frequency : 1
Word :  donnees 	 Frequency : 2
Word :  verbalisons 	 Frequency : 2
Word :  dc 	 Frequency : 52
Word :  dhabitute 	 Frequency : 1
Word :  nuitrique 	 Frequency : 1
Word :  décoré 	 Frequency : 1
Word :  dattentionde 	 Frequency : 1
Word :  prevemu 	 Frequency : 1
Word :  mevoque 	 Frequency : 2
Word :  concert 	 Frequency : 2
Word :  contentionmis 	 Frequency : 1
Word :  semblaitlui 	 Frequency : 1
Word :  famillea 	 Frequency : 1
Word :  bassin 	 Frequency : 57
Word :  consernant 	 Frequency : 2
Word :  animatrice16h24 	 Frequency : 3
Word :  efficaces 	 Frequency : 1
Word :  aside 	 Frequency : 1
Word :  delhaye 	 Frequency : 2
Word :  phlébites 	 Frequency : 1
Word :  inférieurs 	 Frequency : 10
Word :  capacitéselle 	 Frequency : 1
Word :  forlaxfeuille 	 Frequency : 1
Word :  sachetsdose 	 Frequency : 1
Word :  stylecolor00840kg 	 Frequency : 1
Word :  leffort 	 Frequency : 9
Word :  mokrane 	 Frequency : 6
Word :  dormira 	 Frequency : 6
Word :  petitsenfant 	 Frequency : 1
Word :  renouvellémieu 	 Frequency : 1
Word :  berrou_mut2014pdf 	 Frequency : 1
Word :  continuitéjusquau 	 Frequency : 1
Word :  2sachets 	 Frequency : 2
Word :  dedouche 	 Frequency : 1
Word :  control 	 Frequency : 9
Word :  résidentesatisfaction 	 Frequency : 1
Word :  exsudation 	 Frequency : 1
Word :  etplaintes 	 Frequency : 1
Word :  cramay 	 Frequency : 1
Word :  08h00pré 	 Frequency : 3
Word :  lempathie 	 Frequency : 1
Word :  rayer 	 Frequency : 2
Word :  matinai 	 Frequency : 1
Word :  belfiscelle 	 Frequency : 1
Word :  chutespulsations 	 Frequency : 1
Word :  etaiut 	 Frequency : 1
Word :  indispensableaide 	 Frequency : 1
Word :  dentaireselle 	 Frequency : 1
Word :  prochainemme 	 Frequency : 1
Word :  020315 	 Frequency : 1
Word :  faitmise 	 Frequency : 1
Word :  lentretienbeaucoup 	 Frequency : 1
Word :  chirurgie 	 Frequency : 20
Word :  plaisiravait 	 Frequency : 1
Word :  gouts 	 Frequency : 1
Word :  saccroche 	 Frequency : 4
Word :  textdecoration 	 Frequency : 80
Word :  mmercredi 	 Frequency : 1
Word :  latérothoracique 	 Frequency : 1
Word :  161214 	 Frequency : 12
Word :  appréciéea 	 Frequency : 1
Word :  thuilot 	 Frequency : 1
Word :  nexplicite 	 Frequency : 1
Word :  prévenusviennent 	 Frequency : 1
Word :  pourrat 	 Frequency : 1
Word :  2212suite 	 Frequency : 1
Word :  reposeride 	 Frequency : 1
Word :  communicante 	 Frequency : 5
Word :  recepteursni 	 Frequency : 1
Word :  décés 	 Frequency : 2
Word :  replonge 	 Frequency : 1
Word :  gallego 	 Frequency : 2
Word :  serveitte 	 Frequency : 1
Word :  médicamentsd 	 Frequency : 1
Word :  pre 	 Frequency : 4
Word :  80température 	 Frequency : 1
Word :  goutéj 	 Frequency : 1
Word :  nauséesléger 	 Frequency : 1
Word :  variqueux 	 Frequency : 1
Word :  assises 	 Frequency : 1
Word :  gruhier 	 Frequency : 6
Word :  16h31valeur 	 Frequency : 1
Word :  jacquelinepdf 	 Frequency : 2
Word :  difficils 	 Frequency : 1
Word :  psychotrope 	 Frequency : 1
Word :  dessouside 	 Frequency : 1
Word :  prévenuebrigitte 	 Frequency : 1
Word :  meffre 	 Frequency : 6
Word :  stzble 	 Frequency : 1
Word :  blancs 	 Frequency : 5
Word :  morte 	 Frequency : 4
Word :  19h45lieu 	 Frequency : 5
Word :  facilités 	 Frequency : 2
Word :  effectuéà 	 Frequency : 1
Word :  différents 	 Frequency : 26
Word :  marmonant 	 Frequency : 1
Word :  rattraper 	 Frequency : 2
Word :  372span 	 Frequency : 1
Word :  fievreon 	 Frequency : 1
Word :  nauséabondes 	 Frequency : 5
Word :  fugué 	 Frequency : 1
Word :  marchemalgré 	 Frequency : 1
Word :  mtdésire 	 Frequency : 1
Word :  okcar 	 Frequency : 1
Word :  résidé 	 Frequency : 1
Word :  deausoir 	 Frequency : 1
Word :  chambrestype 	 Frequency : 15
Word :  mouvoirsatisfaction 	 Frequency : 1
Word :  spasfons 	 Frequency : 1
Word :  semainerésident 	 Frequency : 1
Word :  lechantillon 	 Frequency : 1
Word :  gasparoto 	 Frequency : 1
Word :  mureille 	 Frequency : 1
Word :  ralenti 	 Frequency : 6
Word :  legypte 	 Frequency : 1
Word :  coordination 	 Frequency : 4
Word :  crispée!!!! 	 Frequency : 1
Word :  rouges 	 Frequency : 62
Word :  donnée 	 Frequency : 73
Word :  roxane 	 Frequency : 1
Word :  létablissementbracelet 	 Frequency : 1
Word :  téléphoniquea 	 Frequency : 1
Word :  évitée 	 Frequency : 1
Word :  darabe 	 Frequency : 1
Word :  lorozamudol 	 Frequency : 1
Word :  privilégier 	 Frequency : 8
Word :  brulures 	 Frequency : 31
Word :  amicales 	 Frequency : 1
Word :  vêtementsmais 	 Frequency : 1
Word :  souvrir 	 Frequency : 2
Word :  matinées 	 Frequency : 1
Word :  reperes 	 Frequency : 4
Word :  dépioté 	 Frequency : 1
Word :  analgique 	 Frequency : 1
Word :  morizot 	 Frequency : 1
Word :  courantrassuré 	 Frequency : 1
Word :  hormis 	 Frequency : 6
Word :  jourva 	 Frequency : 2
Word :  observéemobilise 	 Frequency : 1
Word :  bha 	 Frequency : 1
Word :  boutillier 	 Frequency : 1
Word :  considération 	 Frequency : 2
Word :  maiprogrammé 	 Frequency : 1
Word :  reprotocole 	 Frequency : 1
Word :  chgonesse 	 Frequency : 2
Word :  toiletteide 	 Frequency : 2
Word :  midiselon 	 Frequency : 1
Word :  surprise 	 Frequency : 22
Word :  résolve 	 Frequency : 1
Word :  mnésiques 	 Frequency : 17
Word :  1912prescription 	 Frequency : 1
Word :  largeaide 	 Frequency : 1
Word :  sambre 	 Frequency : 1
Word :  cohesives 	 Frequency : 1
Word :  chambreà 	 Frequency : 2
Word :  gagnard 	 Frequency : 2
Word :  2è 	 Frequency : 6
Word :  psychologue16h53 	 Frequency : 2
Word :  mentionnés 	 Frequency : 1
Word :  décisionnairesi 	 Frequency : 1
Word :  pedicure 	 Frequency : 29
Word :  lapparencemme 	 Frequency : 1
Word :  allumant 	 Frequency : 2
Word :  jpg 	 Frequency : 1
Word :  128arrêt 	 Frequency : 1
Word :  protecte 	 Frequency : 1
Word :  stylewhitespacepremise 	 Frequency : 1
Word :  dorta 	 Frequency : 1
Word :  vacin 	 Frequency : 1
Word :  mémoire16122014 	 Frequency : 1
Word :  3725h30 	 Frequency : 1
Word :  prélévé 	 Frequency : 2
Word :  visuoconstructivesparticipe 	 Frequency : 1
Word :  journee 	 Frequency : 24
Word :  conserver 	 Frequency : 8
Word :  importanteta 	 Frequency : 1
Word :  lavance 	 Frequency : 4
Word :  confectionner 	 Frequency : 2
Word :  lhypodensité 	 Frequency : 1
Word :  quateliers 	 Frequency : 1
Word :  cou 	 Frequency : 28
Word :  demile 	 Frequency : 3
Word :  averifier 	 Frequency : 1
Word :  accueir 	 Frequency : 1
Word :  volet 	 Frequency : 5
Word :  therese 	 Frequency : 6
Word :  peignoir 	 Frequency : 1
Word :  1kg 	 Frequency : 2
Word :  minima 	 Frequency : 4
Word :  cut 	 Frequency : 7
Word :  moins 	 Frequency : 359
Word :  bimalleolaire 	 Frequency : 1
Word :  biopsie 	 Frequency : 3
Word :  pensebete 	 Frequency : 1
Word :  rendus 	 Frequency : 3
Word :  douloureuse 	 Frequency : 264
Word :  particitpé 	 Frequency : 1
Word :  daes 	 Frequency : 2
Word :  mangévisite 	 Frequency : 1
Word :  innodée 	 Frequency : 1
Word :  seuleras 	 Frequency : 1
Word :  réinstallé 	 Frequency : 15
Word :  manche 	 Frequency : 7
Word :  désignée 	 Frequency : 1
Word :  8h45 	 Frequency : 1
Word :  apparentecar 	 Frequency : 1
Word :  portées 	 Frequency : 1
Word :  1déambulation 	 Frequency : 1
Word :  airrésidence 	 Frequency : 1
Word :  infiltrés 	 Frequency : 1
Word :  buvable 	 Frequency : 3
Word :  17hfatiguéerepas 	 Frequency : 1
Word :  23h10médecin 	 Frequency : 1
Word :  déduit 	 Frequency : 1
Word :  salariés 	 Frequency : 1
Word :  radote 	 Frequency : 1
Word :  prè 	 Frequency : 1
Word :  diarrhéechange 	 Frequency : 1
Word :  lissajoux 	 Frequency : 1
Word :  368c 	 Frequency : 3
Word :  14h01 	 Frequency : 2
Word :  chambresatisfaction 	 Frequency : 1
Word :  delirants 	 Frequency : 1
Word :  contentionprévoir 	 Frequency : 1
Word :  protectionpenser 	 Frequency : 1
Word :  nièce 	 Frequency : 66
Word :  09h15activité 	 Frequency : 1
